schoolID,Round32,Sweet16,Elite8,Final4,Final,Champion,Round32TotalPred,Sweet16TotalPred,Elite8TotalPred,Final4TotalPred,FinalTotalPred,ChampionTotalPred,offanddef_round32pred,offanddef_sweet16pred,offanddef_elite8pred,offanddef_final4pred,offanddef_finalpred,offanddef_championpred
Abilene Christian2019,0,0,0,0,0,0,0.189243846,-0.45682705,-0.4211429,-0.172454739,-0.047939699,-0.041476018,0.134528247,-0.099112046,-0.24969214,-0.172454739,-0.047939699,-0.041476018
Akron2011,0,0,0,0,0,0,1.141074311,0.470106891,0.197803631,0.120524529,0.085757094,0.038517331,0.830991443,0.355807434,0.068961846,0.013140225,0.02302185,0.020447198
Akron2013,0,0,0,0,0,0,0.575974025,-0.136328215,-0.314888585,-0.092267818,-0.0124254,-6.06E-04,0.517349664,-0.029015418,-0.102112647,-0.092267818,-0.0124254,-6.06E-04
Alabama St.2011,0,0,0,0,0,0,0.613278877,-0.014021916,0.020382566,-0.031998028,-0.009544513,0.012294848,0.613278877,-0.014021916,0.020382566,-0.031998028,0.036333603,0.012294848
Alabama2012,0,0,0,0,0,0,1.10317656,0.298781429,0.201902923,0.039629432,0.032372471,0.036174952,0.647875128,0.249949884,0.043182338,-0.035657868,-0.014480225,0.024666401
Alabama2018,1,0,0,0,0,0,1.299083749,0.973581721,0.386081446,0.152862305,0.139716942,0.141400832,1.030889894,0.611324896,0.229030157,0.048990452,0.092864246,0.047119936
Albany2013,0,0,0,0,0,0,0.653239829,0.636749015,0.209660469,0.12253917,0.073545802,0.028379355,0.488096899,0.196902252,0.05260918,0.018667317,0.026693106,-0.002896489
Albany2014,0,0,0,0,0,0,0.579521842,0.372962488,0.030432161,0.055041101,0.03570132,0.010808483,0.579521842,0.269694781,0.139377606,0.055041101,0.03570132,0.010808483
Albany2015,0,0,0,0,0,0,0.962025076,-0.007929902,-0.0385334,-0.012506782,0.142636199,0.004333084,0.602082939,0.071481883,0.070164421,-0.054510588,-0.010826969,0.004333084
American2014,0,0,0,0,0,0,0.860436638,0.204643545,-0.033372833,-0.02673575,0.032362857,-0.005604313,0.541474976,0.175663595,0.063460912,-0.068739556,7.09E-05,-0.005604313
Arizona St.2014,0,0,0,0,0,0,1.250998406,0.624335233,0.374007553,0.257626746,0.145900852,0.079039055,0.742930722,0.486762855,0.231997814,0.115505455,0.073557434,0.030643421
Arizona St.2018,0,0,0,0,0,0,1.160013211,0.606624251,0.14398845,0.158697357,0.095076116,0.06485002,0.876630021,0.477917717,0.156200147,0.054825503,0.04822342,0.033574177
Arizona St.2019,0,0,0,0,0,0,1.839404659,1.111996303,0.545144815,0.220263809,0.293859246,0.041568638,1.156350398,0.778583977,0.406119253,0.143523017,0.105306439,0.041568638
Arizona2011,1,1,1,0,0,0,1.298848966,0.711472928,0.303180932,0.009374799,0.065757237,0.01299839,0.626969514,0.347820688,0.040553887,-0.032629007,0.033465298,0.01299839
Arizona2013,1,1,0,0,0,0,1.475149572,0.888266446,0.33581736,0.234555043,0.111730905,0.094980641,0.867993461,0.644659777,0.232528797,0.127170739,0.085265603,0.046585008
Arizona2014,1,1,1,0,0,0,2.649358543,2.21330608,1.263592144,0.615791096,0.290640742,0.180712675,1.676025112,1.254164057,0.74109166,0.362852744,0.170925907,0.102850895
Arizona2015,1,1,1,0,0,0,2.094475591,1.723223922,0.993643257,0.306798875,0.095969744,0.095317177,1.304682535,0.961881004,0.527889106,0.231511575,0.094995164,0.083808627
Arizona2016,0,0,0,0,0,0,1.618293368,1.405116388,0.501658392,0.196416555,0.076242818,0.040456737,0.925302765,0.859034021,0.362632829,0.161679569,0.087031296,0.040456737
Arizona2017,1,1,0,0,0,0,2.085166266,1.495171213,0.876786766,0.475303228,0.245552692,0.170732037,1.486819747,1.048018947,0.528997493,0.226119244,0.132639075,0.075750467
Arizona2018,0,0,0,0,0,0,1.472181302,0.736085875,0.518003596,0.25070563,0.097691815,0.104060796,1.059742332,0.669568288,0.404306875,0.143642937,0.057121616,0.057474859
Arkansas Little Rock2011,0,0,0,0,0,0,0.282141693,-0.28510707,-0.611070018,-0.21016447,-0.084756231,-0.065266746,0.178091724,-0.119645655,-0.342620934,-0.21016447,-0.040058418,-0.034941245
Arkansas Little Rock2016,1,0,0,0,0,0,0.965765355,0.469325146,0.057257518,-0.00287565,0.101829532,0.01749999,0.612868328,0.455117096,0.031554932,-0.00287565,0.066739894,0.01749999
Arkansas Pine Bluff2010,0,0,0,0,0,0,0.91163701,0.240273249,0.092026779,0.030928777,-0.009410216,0.031935129,0.591842267,0.395694247,0.092026779,0.030928777,0.0364679,0.031935129
Arkansas2015,1,0,0,0,0,0,1.529614355,0.973538587,0.491494418,0.230052807,0.124852246,0.075152945,0.917036243,0.588769433,0.288222221,0.126180954,0.07799955,0.043877101
Arkansas2017,1,0,0,0,0,0,1.851136305,0.384987743,0.546526345,0.139563682,0.102439595,0.034417996,1.047743813,0.54040874,0.284383094,0.139563682,0.102439595,0.034417996
Arkansas2018,0,0,0,0,0,0,1.483346426,0.78734917,0.427054363,0.221753533,0.105244796,0.059541138,1.034905798,0.499852796,0.272564249,0.083144694,0.0583921,0.028265294
Auburn2018,1,0,0,0,0,0,2.170344419,1.110903511,0.717577039,0.277639681,0.122029951,0.093895086,1.483527554,0.978999317,0.448382706,0.208165708,0.122029951,0.093895086
Auburn2019,1,1,1,1,0,0,2.444293032,1.632030244,1.007574241,0.544762403,0.177399022,0.178999552,1.434397347,1.162789438,0.58651331,0.330637017,0.142136739,0.085827677
Austin Peay2016,0,0,0,0,0,0,0.852482553,0.148914713,-0.065756636,0.035206911,0.085968209,9.94E-04,0.496753611,0.237626914,0.065750107,-0.006796895,0.018586631,9.94E-04
Baylor2010,1,1,1,0,0,0,1.892929473,1.657106264,0.961343809,0.51766015,0.160120855,0.094901504,1.177225595,0.817804996,0.412489549,0.206265847,0.113268159,0.06362566
Baylor2012,1,1,1,0,0,0,1.898138657,1.234080251,0.771415549,0.37419861,0.119474241,0.097657934,1.123824371,0.691712013,0.365234099,0.163264064,0.076749158,0.050121655
Baylor2014,1,1,0,0,0,0,1.583113243,1.26335729,0.648151203,0.320133898,0.106549923,0.022083876,0.924316003,0.613255481,0.288402013,0.147348434,0.071460284,0.022083876
Baylor2015,0,0,0,0,0,0,1.684110171,1.125638663,0.652972025,0.287422172,0.1343103,0.077690208,0.898022839,0.727388898,0.365073647,0.183550319,0.087457604,0.046414364
Baylor2016,0,0,0,0,0,0,1.326047988,0.932488751,0.396524665,0.088656497,9.54E-04,0.02542515,0.653943784,0.54552402,0.235499596,0.088656497,9.54E-04,0.02542515
Baylor2017,1,1,0,0,0,0,1.296364526,0.985122877,0.110290547,0.01490811,-0.019802515,-0.00533134,0.431814038,0.280206886,0.127771561,0.01490811,-0.019802515,-0.00533134
Baylor2019,1,0,0,0,0,0,1.516384222,0.684234839,0.321424973,0.180571023,0.061716177,0.042096475,1.16512432,0.584138407,0.256621077,0.076699169,0.059561294,0.041146133
Belmont2011,0,0,0,0,0,0,1.030370291,0.747694935,0.217106287,0.099210343,0.108816481,0.068039303,0.805967439,0.511180621,0.135837091,0.057206537,0.041434904,0.068039303
Belmont2012,0,0,0,0,0,0,0.444777065,0.065364947,-0.016711422,-0.018331453,0.007960072,-0.007310812,0.444777065,0.065364947,-0.016711422,-0.018331453,0.007960072,-0.007310812
Belmont2013,0,0,0,0,0,0,0.777227055,0.50996956,0.243054517,0.138717816,0.032795861,0.078907692,0.590119479,0.319075945,0.144551476,0.054582495,0.032795861,0.036506428
Belmont2015,0,0,0,0,0,0,0.548473837,0.192137513,0.054696316,-0.025398717,0.006943976,0.01768632,0.46540779,0.192137513,0.054696316,-0.025398717,0.006943976,0.01768632
Belmont2019,0,0,0,0,0,0,1.16219083,0.951577006,0.220157408,0.17177422,0.11066689,0.03265177,0.766929997,0.626521423,0.196371286,0.129770414,0.078374951,0.03265177
Boise St.2013,0,0,0,0,0,0,0.69390374,-0.089374163,-0.197145065,-0.118948262,-0.040192722,-0.032902648,0.406324475,0.156548766,-0.104897672,-0.118948262,0.00450509,-0.002577147
Boise St.2015,0,0,0,0,0,0,0.061402848,-0.25689833,-0.18467958,-0.112853162,0.017453634,-0.034082573,0.061402848,-0.25689833,-0.18467958,-0.112853162,0.017453634,-0.034082573
Boston University2011,0,0,0,0,0,0,0.907523351,0.402482998,0.068006215,0.115661396,0.068235663,-0.010300174,0.640727258,0.347552599,0.102312716,0.034885517,0.02904897,0.020025327
Bradley2019,0,0,0,0,0,0,0.790851121,0.331803274,0.030453376,0.027033699,0.068228503,-0.005653689,0.600350225,0.268545361,0.030453376,-0.014970107,0.035936564,-0.005653689
Bucknell2011,0,0,0,0,0,0,0.774665226,0.366031942,0.028765383,0.187289409,0.035235515,-0.010033538,0.711574178,0.368139013,0.11177549,0.04141375,0.045486504,0.01934162
Bucknell2013,0,0,0,0,0,0,0.786971191,0.511521823,0.376470831,0.167502707,0.113107318,0.037281765,0.515665669,0.231755925,0.138150345,0.063630854,0.031164983,0.006005922
Bucknell2017,0,0,0,0,0,0,1.254812821,0.224246532,0.162402251,0.017592847,0.32621739,0.17758578,0.655993634,0.212751822,-0.03942346,-0.08921574,-0.020401429,-0.005532607
Bucknell2018,0,0,0,0,0,0,0.403181221,0.292345641,-0.205813421,-1.79E-04,0.031554347,-0.008528267,0.363542693,0.308439759,-0.034362661,-1.79E-04,0.031554347,-0.008528267
Buffalo2015,0,0,0,0,0,0,1.533655368,1.039244643,0.526545085,0.217956042,0.094764832,0.051893146,0.953484098,0.924511229,0.387519522,0.183219056,0.10555331,0.051893146
Buffalo2016,0,0,0,0,0,0,1.554133172,0.918491097,0.462747751,0.131219275,0.090596311,0.034059364,0.874287012,0.708967704,0.226485302,0.096482289,0.090596311,0.034059364
Buffalo2018,1,0,0,0,0,0,1.708765777,0.735625954,0.186440652,0.091500565,0.087913819,0.020824426,0.744785516,0.469435738,0.167405461,0.049496759,0.05562188,0.020824426
Buffalo2019,1,0,0,0,0,0,1.458360468,1.271368926,0.444284112,0.163449459,0.014432019,0.066137321,0.852893956,0.878528982,0.364931381,0.163449459,0.060310136,0.066137321
Butler2010,1,1,1,1,1,0,0.923679033,0.343100497,0.16533145,0.107919932,0.149969281,0.014669897,0.729067425,0.265634533,0.139628864,0.065916126,0.082587703,0.014669897
Butler2011,1,1,1,1,1,0,1.15404324,0.742927229,0.403471111,0.242704869,0.125622317,0.074105749,0.719880027,0.402422549,0.18210864,0.100583579,0.0532789,0.025710116
Butler2013,1,0,0,0,0,0,1.580040721,0.030694171,-0.177311675,-0.012397705,0.051431707,-0.01076479,0.59699768,0.25163435,0.04751792,-0.012397705,0.051431707,-0.01076479
Butler2015,1,0,0,0,0,0,1.02315041,0.343192722,0.167486989,0.027439172,0.154221671,0.010913755,0.578613679,0.343192722,0.167486989,0.027439172,0.033050442,0.010913755
Butler2016,1,0,0,0,0,0,1.178771074,0.228820656,-0.101829232,-0.006032643,0.047509906,-0.013152829,0.579997188,0.219691276,0.014054919,-0.006032643,0.047509906,-0.013152829
Butler2017,1,1,0,0,0,0,1.196933355,0.717236827,0.066098878,0.130474111,0.133134686,0.007489982,0.757430756,0.389703944,0.16354559,0.049698232,0.049250181,0.007489982
Butler2018,1,0,0,0,0,0,1.49269644,1.06173323,0.516722487,0.176072482,0.071563961,0.039184722,1.058879243,0.761902916,0.379613389,0.141335496,0.071563961,0.039184722
BYU2010,1,0,0,0,0,0,1.216664295,0.82142624,0.440975399,0.032751938,-6.15E-04,0.050768589,0.923112474,0.572177839,0.178348354,0.032751938,0.045263077,0.050768589
BYU2011,1,1,0,0,0,0,1.464446334,0.656345057,0.31086789,0.124070885,0.076457151,0.048379838,1.054182798,0.572256192,0.31086789,0.124070885,0.076457151,0.048379838
BYU2012,0,0,0,0,0,0,1.360133895,1.013976166,0.367890699,0.078126376,0.08783668,-0.04404647,0.894776866,0.687472738,0.26731302,0.114105458,0.055544741,0.018122087
BYU2014,0,0,0,0,0,0,1.3035972,0.806086288,0.344280494,0.271411419,0.121798711,0.043130536,0.906469295,0.678120371,0.33990098,0.201937446,0.121798711,0.043130536
BYU2015,0,0,0,0,0,0,0.838244791,0.419426406,-0.054430165,0.067010154,0.054878052,0.001465052,0.484906054,0.350249936,0.052077899,0.032273168,0.054878052,0.001465052
Cal Poly2014,0,0,0,0,0,0,-0.160655018,-0.610145812,-0.623167365,-0.183633433,-0.018911432,-0.045307653,-0.086844146,-0.385267356,-0.396149996,-0.183633433,-0.018911432,-0.045307653
Cal St. Bakersfield2016,0,0,0,0,0,0,1.135824012,0.412638172,0.203378012,0.057478731,0.060651633,0.020443059,0.888289906,0.328549307,0.203378012,0.057478731,0.060651633,0.020443059
Cal St. Fullerton2018,0,0,0,0,0,0,0.787132868,0.010094795,-0.122144871,-0.019311659,0.05450947,0.020291778,0.496974366,0.113015046,0.035064458,-0.061315465,0.022217531,0.020291778
California2010,1,0,0,0,0,0,1.206593742,0.346504996,0.18965066,-0.087801825,0.064115571,-0.055912568,0.586839283,0.421895077,0.108381464,0.024918049,0.029025932,0.00625599
California2012,0,0,0,0,0,0,1.225891406,0.91174011,0.462391278,0.232289898,0.143862571,0.037616043,0.891166257,0.716545184,0.378932325,0.197552912,0.108772932,0.037616043
California2013,1,0,0,0,0,0,1.560969626,1.139132619,0.68308052,0.374326538,0.223049334,0.072660312,1.089961956,0.837428194,0.442570278,0.235717699,0.141106999,0.041384469
California2016,0,0,0,0,0,0,1.594852046,1.085302145,0.616212649,0.349863472,0.161642227,0.097674214,1.018189382,0.731845204,0.34573606,0.173326807,0.121072028,0.051088277
Chattanooga2016,0,0,0,0,0,0,1.122056407,0.575105069,0.481963563,0.095068715,0.119993967,0.047196626,0.647894915,0.384506706,0.062285228,-0.008803138,0.073141271,0.015920783
Cincinnati2011,1,0,0,0,0,0,1.269150545,0.808103378,0.163506176,0.094417164,0.064936263,0.035831028,0.65653363,0.414572713,0.047737237,-0.009454689,0.018083567,0.004555185
Cincinnati2012,1,1,0,0,0,0,1.717524811,1.272137877,0.754373433,0.344554727,0.169198288,0.058251882,1.183567055,0.905085454,0.557591505,0.275080754,0.13410865,0.058251882
Cincinnati2013,0,0,0,0,0,0,0.936332794,0.498753013,0.250645355,0.092191681,0.028663821,0.025728891,0.75608602,0.401855001,0.192888989,0.057454695,0.028663821,0.025728891
Cincinnati2014,0,0,0,0,0,0,0.920592055,0.254362275,0.266972897,0.182047627,0.099573646,0.040186115,0.550875821,0.358718948,0.109921607,0.078175773,0.05272095,0.008910271
Cincinnati2015,1,0,0,0,0,0,1.723106133,0.689360719,0.432663745,0.240535721,0.157273817,0.090894576,1.047630048,0.506333381,0.246622855,0.133151416,0.084930399,0.042498943
Cincinnati2016,0,0,0,0,0,0,1.482312588,1.039476287,0.52642458,0.349328636,0.195324832,0.119211801,0.995009123,0.585897294,0.229553308,0.096068672,0.089714895,0.039540325
Cincinnati2017,1,0,0,0,0,0,1.922144688,1.198552842,0.71719679,0.359669478,0.118436658,0.124327313,1.222024097,0.867034428,0.448909958,0.217869799,0.077866458,0.077741375
Cincinnati2018,1,0,0,0,0,0,1.708784535,1.268707841,0.533245041,0.276896971,0.114871066,0.084693775,0.920266914,0.716206979,0.298928454,0.169834278,0.074300867,0.038107838
Cincinnati2019,0,0,0,0,0,0,1.856134675,0.552158761,0.24645716,0.211442348,0.043345854,0.01273198,0.906733951,0.482296596,0.157578632,0.069321057,0.063652301,0.037467629
Clemson2010,0,0,0,0,0,0,1.273894016,0.737469129,0.172575423,0.113055003,-0.001245132,0.002642772,0.822359894,0.455753452,0.183280328,0.036314211,0.011160741,0.032968273
Clemson2011,0,0,0,0,0,0,1.529989515,0.839046273,0.351894426,0.22214252,0.152485075,0.070739156,0.987238112,0.585189997,0.255160677,0.076266861,0.07334044,0.039463313
Clemson2018,1,1,0,0,0,0,1.187359416,0.764666176,0.183018016,0.122570308,0.102860667,0.046885967,0.841969713,0.477169802,0.088845442,-0.016038531,0.056007971,0.015610124
Coastal Carolina2014,0,0,0,0,0,0,0.916177914,0.600730114,0.012013724,0.052297509,0.081439653,0.007478082,0.645005246,0.363183285,0.067580334,0.010293704,0.049147714,0.007478082
Coastal Carolina2015,0,0,0,0,0,0,1.077910437,0.217513666,-0.259800619,-0.029655682,-0.028794087,-0.024961009,0.629070023,0.282507565,0.001462136,-0.029655682,0.015903725,0.005364492
Colgate2019,0,0,0,0,0,0,0.790130432,0.266062388,-0.411511372,-0.005892821,-0.03141236,-0.019445117,0.516197349,0.223857373,0.006995296,-0.040629807,0.013285452,0.010880383
College of Charleston2018,0,0,0,0,0,0,0.846580647,0.538771677,-0.002812315,0.037726141,0.056508232,0.008613984,0.654638955,0.418873877,0.113071836,0.037726141,0.056508232,0.008613984
Colorado St.2012,0,0,0,0,0,0,0.613419556,0.49221405,0.073994014,-0.044831386,-0.083954253,-0.090638394,0.3973301,0.230333045,-0.025358106,-0.044831386,0.008695611,-0.017507112
Colorado St.2013,1,0,0,0,0,0,1.092644153,0.863096316,0.473855431,0.14811699,0.152251973,0.010677816,0.649502744,0.684761245,0.311317039,0.14811699,0.082072696,0.010677816
Colorado2012,1,0,0,0,0,0,1.322199102,0.556994893,0.212191071,0.094560624,0.06297255,0.031038154,0.759106561,0.50474946,0.154434705,0.059823638,0.06297255,0.031038154
Colorado2013,0,0,0,0,0,0,0.820075072,0.193531448,0.084006883,0.014646019,0.034686961,0.018693224,0.503673649,0.348952446,0.084006883,0.014646019,0.034686961,0.018693224
Colorado2014,0,0,0,0,0,0,1.22234012,0.655208087,0.337897226,0.176557395,0.104992439,0.044633003,0.955674812,0.464609725,0.241163477,0.072685542,0.058139743,0.01335716
Colorado2016,0,0,0,0,0,0,0.77674518,0.34830635,0.168739173,0.008458678,0.066446606,-0.005023751,0.670582588,0.259138815,0.087469977,0.008458678,0.031356967,-0.005023751
Connecticut2011,1,1,1,1,1,1,2.626869466,1.61744405,1.043680292,0.600199233,0.382537428,0.232210158,1.581892021,1.120318221,0.648305979,0.304807754,0.142170085,0.110137417
Connecticut2012,0,0,0,0,0,0,1.41035902,0.665455705,0.021532194,0.0532202,0.063642907,0.022942188,1.034261792,0.455488878,0.181244654,-0.023520592,0.031350968,0.022942188
Connecticut2014,1,1,1,1,1,1,1.917743408,1.66752984,0.845344019,0.778367853,0.543564506,0.476655023,1.216345964,0.879767631,0.437237205,0.196935535,0.08403207,0.074217949
Connecticut2016,1,0,0,0,0,0,1.729114135,1.095132167,0.645510105,0.325545702,0.075201591,0.032797009,1.214457963,0.890330779,0.424420927,0.218161398,0.106296515,0.057532658
Cornell2010,1,1,0,0,0,0,0.719701655,0.316814062,-0.208083998,-0.026710761,-0.00487022,-0.02965735,0.474960321,0.105545484,-0.060269995,-0.026710761,0.039827592,6.68E-04
Creighton2012,1,0,0,0,0,0,1.418694369,0.512424608,0.57440134,0.276201419,0.237781173,0.065517332,0.649901258,0.277804205,0.043392907,0.026694866,0.026114914,0.018931395
Creighton2013,1,0,0,0,0,0,1.077109636,0.736752861,0.271646247,0.225592877,0.150055477,0.066410287,0.638075268,0.435547465,0.149307278,0.076204767,0.04542012,0.018014653
Creighton2014,1,0,0,0,0,0,1.281384313,0.527477412,0.043425416,-0.021525803,9.58E-04,-0.032482611,0.333767778,0.169246237,-0.035927316,-0.021525803,9.58E-04,-0.032482611
Creighton2017,0,0,0,0,0,0,0.949820093,0.410681026,0.099356556,0.075804159,0.09296812,0.011580994,0.631387934,0.351815659,0.154923165,0.075804159,0.09296812,0.011580994
Creighton2018,0,0,0,0,0,0,0.866372371,0.154936039,-0.066717625,-0.05578611,0.007742176,0.004383353,0.43081126,0.212270435,0.03011612,-0.05578611,0.007742176,0.004383353
Davidson2012,0,0,0,0,0,0,1.22467896,0.583337264,0.118306273,0.043949578,0.043515156,0.04121729,0.744019561,0.393711357,0.118306273,0.043949578,0.043515156,0.04121729
Davidson2013,0,0,0,0,0,0,0.672884892,0.4595705,0.195771329,0.146127407,0.07359027,0.055701552,0.34839741,0.299909583,0.040807473,0.039064714,0.03302007,0.009115615
Davidson2015,0,0,0,0,0,0,0.466384536,0.076290817,-0.237105102,-0.118260453,-0.035839327,-0.019447129,0.36333361,0.103534834,-0.144857708,-0.160264259,-0.023433454,0.010878372
Davidson2018,0,0,0,0,0,0,0.674608415,0.406732022,-0.052568307,0.035972239,0.065735742,-0.005434882,0.541546204,0.361481984,0.032591017,-0.006031567,0.033443803,-0.005434882
Dayton2014,1,1,1,0,0,0,1.436067044,1.009664429,0.302197079,0.128484122,0.111550801,0.025877383,0.76909942,0.493069652,0.107147089,0.012971257,0.027666296,0.025877383
Dayton2015,1,0,0,0,0,0,1.337833608,0.870672166,0.432590165,0.215656677,0.095737662,0.067209403,0.816690592,0.472407372,0.217782509,0.077047838,0.048884966,0.03593356
Dayton2016,0,0,0,0,0,0,1.714409381,0.834618935,0.371969465,0.23826615,0.164458294,0.087826496,1.013978671,0.675058134,0.341094928,0.130881846,0.092114876,0.039430862
Dayton2017,0,0,0,0,0,0,1.054838575,0.674696638,0.174317921,0.012987274,0.027677858,0.027142149,0.648248222,0.412815633,0.074965801,0.012987274,0.027677858,0.027142149
Delaware2014,0,0,0,0,0,0,1.580347739,1.145594535,0.676980213,0.348169377,0.134882784,0.08365498,1.016270054,0.76120015,0.404416191,0.174823551,0.088030088,0.052379137
Detroit2012,0,0,0,0,0,0,1.505925938,1.081693865,0.417727382,0.161440897,0.116829307,0.035195297,0.992463648,0.601899142,0.318375262,0.161440897,0.116829307,0.035195297
Duke2010,1,1,1,1,1,1,2.255752675,1.567747076,0.87676556,0.536868198,0.233441432,0.15260231,1.367287075,1.107665241,0.551730636,0.290875055,0.114245319,0.072930834
Duke2011,1,1,0,0,0,0,2.100252529,1.502033944,0.799054547,0.496493416,0.167253307,0.151696513,1.407972231,1.063590357,0.57309293,0.308486241,0.120400611,0.078019405
Duke2012,0,0,0,0,0,0,1.109099128,0.670515244,0.335300539,0.188783004,0.075240506,0.056917832,0.753455302,0.479916882,0.178249249,0.084911151,0.02838781,0.025641988
Duke2013,1,1,1,0,0,0,1.25064692,0.902331922,0.353540958,0.166811542,0.148265881,0.03312925,0.841201752,0.653008461,0.214515395,0.09007075,0.080884303,0.03312925
Duke2014,0,0,0,0,0,0,1.48084306,1.022880464,0.50180634,0.373201342,0.177441875,0.061419394,1.018853331,0.652868149,0.320831444,0.18536277,0.097684983,0.045158957
Duke2015,1,1,1,1,1,1,1.443167056,1.142395353,0.737952419,0.509673507,0.296350209,0.106791209,0.985245297,0.710692184,0.365317292,0.185048151,0.085320318,0.060205272
Duke2016,1,1,0,0,0,0,1.521837647,1.207800103,0.530311937,0.330113851,0.18865399,0.052286787,1.148787227,0.850561411,0.472555571,0.211369253,0.124070112,0.052286787
Duke2017,1,0,0,0,0,0,1.738244347,1.032595569,0.642016147,0.340486199,0.163283723,0.096723435,1.071523418,0.757890312,0.401405565,0.19868652,0.087623885,0.050137498
Duke2018,1,1,1,0,0,0,2.601059785,1.700430091,1.150476711,0.61617891,0.240666227,0.177268254,1.710684921,1.205496078,0.710736792,0.332579551,0.159525828,0.084096379
Duke2019,1,1,1,0,0,0,3.033950649,2.00975999,1.435414953,0.624655291,0.330328416,0.19136883,1.888439287,1.234444767,0.743686951,0.373861669,0.144552661,0.11196988
East Tennessee St.2010,0,0,0,0,0,0,1.157738943,0.173989437,0.119095364,0.029345877,0.007030668,0.022556922,0.85925191,0.161105377,0.158172742,-0.005391109,0.007030668,0.022556922
East Tennessee St.2017,0,0,0,0,0,0,1.206342799,0.889688772,0.311911168,0.059781977,0.004328754,0.037683031,0.781708296,0.61953436,0.172885606,0.02504499,0.060995348,0.037683031
Eastern Kentucky2014,0,0,0,0,0,0,0.824692643,0.376747809,-0.031900111,0.038301407,-0.010433079,0.017917103,0.533745877,0.408649088,0.07679771,0.038301407,0.035445037,0.017917103
Eastern Washington2015,0,0,0,0,0,0,1.254563631,1.053097745,0.637778623,0.233486265,0.12753898,0.065979203,0.816898647,0.594453003,0.302221251,0.129614411,0.080686284,0.034703359
Fairleigh Dickinson2016,0,0,0,0,0,0,0.835290303,0.066164182,-0.086685548,-0.13033861,-0.023951902,-0.075939973,0.613999118,0.17387695,0.005561845,-0.059622542,-0.011546028,0.016554086
Fairleigh Dickinson2019,0,0,0,0,0,0,0.943793768,0.453378732,0.1985379,0.163286401,0.036310985,0.028435056,0.508477214,0.3532823,0.133734004,0.059414548,0.034156102,0.027484714
Florida Gulf Coast2013,1,1,0,0,0,0,1.770515224,0.953768639,0.501181266,0.343015554,0.135582295,0.114214659,1.244707149,0.77929901,0.445670373,0.201215874,0.095012096,0.067628722
Florida Gulf Coast2016,0,0,0,0,0,0,0.805635616,0.37740561,-0.065016652,-0.052360298,-0.036857564,0.008098707,0.487163705,0.121616408,-0.025939273,-0.087097284,0.009020552,0.008098707
Florida Gulf Coast2017,0,0,0,0,0,0,1.127396352,0.572378227,0.325447842,0.067928744,0.109165881,0.031167443,0.778924164,0.549655808,0.18642228,0.033191758,0.074076243,0.031167443
Florida St.2010,0,0,0,0,0,0,1.477610772,0.964566521,0.380553121,0.067130312,0.025012207,0.059902263,0.985023813,0.623090265,0.249706032,0.067130312,0.070890323,0.059902263
Florida St.2011,1,1,0,0,0,0,1.597799679,1.003326047,0.270004789,0.135569445,0.079973936,0.043917658,1.063199509,0.694366353,0.248779842,0.100832458,0.079973936,0.043917658
Florida St.2012,1,0,0,0,0,0,1.66713931,0.93600582,0.458322871,0.277957162,0.18649496,0.08491141,1.127781228,0.682149544,0.301271581,0.132081503,0.107350325,0.053635567
Florida St.2017,1,0,0,0,0,0,1.914538698,1.044057079,0.700339187,0.335975849,0.216768369,0.215448718,1.330306858,0.693802824,0.349988739,0.121528852,0.103854752,0.029759133
Florida St.2018,1,1,1,0,0,0,2.0607087,1.704848595,0.940633339,0.607623975,0.358474356,0.156987711,1.484465301,1.059728637,0.581070244,0.273588133,0.168979914,0.077316235
Florida St.2019,1,1,0,0,0,0,1.712410298,1.460630337,0.650864464,0.363576192,0.322150711,0.165216489,1.259359694,0.898588093,0.438144241,0.221776513,0.152855174,0.0556255
Florida2010,0,0,0,0,0,0,1.593006803,1.086331293,0.642339112,0.394264045,0.19123714,0.0366156,1.075964723,0.751507667,0.417084966,0.174879327,0.070108113,0.035665258
Florida2011,1,1,1,0,0,0,2.061663586,1.465829747,1.107601622,0.452810873,0.34557578,0.045483683,1.045495991,0.987664362,0.487476166,0.275630026,0.104300443,0.045483683
Florida2012,1,1,1,0,0,0,2.047177793,0.741001006,0.790040144,0.364871958,0.218181815,0.062935,1.124207924,0.741001006,0.36579223,0.1893131,0.080014063,0.062935
Florida2013,1,1,1,0,0,0,1.731046824,0.670451151,0.751512469,0.064745771,0.033309059,0.027088729,0.873408275,0.559682731,0.226742172,0.064745771,0.033309059,0.027088729
Florida2014,1,1,1,1,0,0,1.877768233,0.997240195,0.940664525,0.68229087,0.086212869,-0.059731124,0.905103224,0.691308197,0.327141504,0.12142928,0.05988859,0.013400159
Florida2017,1,1,1,0,0,0,2.75706584,1.824862766,0.940309689,0.418738435,0.258701941,0.10573138,1.322533671,0.91127833,0.44197595,0.192159254,0.087605881,0.063330116
Florida2018,1,0,0,0,0,0,1.826459436,0.591979862,0.641384523,0.308292337,0.239482351,0.048558408,1.070623539,0.663184666,0.359983935,0.13111149,0.068386291,0.048558408
Florida2019,1,0,0,0,0,0,1.770638751,0.618523007,0.493307904,0.303398405,0.248711865,0.019203908,1.010461201,0.645767023,0.26507733,0.118950739,0.090021678,0.049529409
